uid,facname,factype,latitude,longitude
197096,The High School For Global Citizenship,High school - Public,40.669805,-73.96069
129531,Academic High School,Academic High School,40.742201,-73.945231
77325,Eagle Academy For Young Men II,Secondary School - Public,40.67807,-73.915367
74213,Queens Gateway To Health Sciences Secondary School,Secondary School - Public,40.71848,-73.805961
75690,Linden Tree Elementary School,Elementary School - Public,40.838416,-73.853202
61124,P.S. 165 Ida Posner,Elementary School - Public,40.657185,-73.91098
179926,South Bronx Classical Charter II,Charter School,40.808044,-73.925841
134883,Democracy Prep Endurance Charter HS,Charter School,40.801573,-73.935105
113815,New Design Middle School,Junior High-Intermediate-Middle School - Public,40.819779,-73.957064
155317,Academic High School,Academic High School,40.700263,-73.948187
47361,Democracy Prep Charter School,K-12 all grades School - Charter,40.814944,-73.945854
124474,P.S. 056 Lewis H. Latimer,Elementary School - Public,40.684469,-73.960498
118202,PS 46 & Playground,Elementary School,40.594175,-74.080584
116545,Urban Assembly New York Harbor School,High school - Public,40.691752,-74.013082
94473,Success Academy - Ditmas Park Ms,Charter School,40.648341,-73.953423
117474,P.S. 034 Franklin D. Roosevelt,K-8 School - Public,40.726116,-73.975059
78796,Leaders Of Tomorrow,Junior High-Intermediate-Middle School - Public,40.880665,-73.860114
61057,East Brooklyn Community High School,High school - Public,40.659815,-73.920572
113807,Urban Assembly School For The Performing Arts,High school - Public,40.815707,-73.955626
83432,The School For Future Leaders,Elementary School - Public,40.632148,-74.007545
49763,Harlem Link Charter School,Elementary School - Charter,40.798458,-73.949953
167894,Pre-K Center @ Corona Ave-Qns,Educational Skills Center,40.743798,-73.858516
115776,Beacon High School,High school - Public,40.761196,-73.99614
73193,M.S. 131,Junior High-Intermediate-Middle School - Public,40.716236,-73.993602
75684,J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle School - Public,40.838416,-73.853202
170573,Bronx Academy Of Promise Charter Sch,Charter School,40.834676,-73.921562
21383,PS 55 & Playground,Elementary School,40.536381,-74.163514
117566,Thurgood Marshall Academy Lower School,Elementary School - Public,40.825859,-73.937799
95973,Achievement First Endeavor Charter,Charter School,40.682454,-73.965895
114769,Knowledge And Power Preparatory Academy Vi,Junior High-Intermediate-Middle School - Public,40.601756,-73.763585
72213,P.S. 164 Queens Valley,K-8 School - Public,40.721325,-73.823495
72480,P.S. 195 Manhattan Beach,Elementary School - Public,40.580209,-73.943628
71059,P.S. 165 Edith K. Bergtraum,Elementary School - Public,40.729641,-73.81776
62288,J.H.S. 125 Henry Hudson,Junior High-Intermediate-Middle School - Public,40.829156,-73.857613
106834,P.S. 069 Journey Prep School,Elementary School - Public,40.816861,-73.860592
107549,M.S. 137 America's School Of Heroes,Junior High-Intermediate-Middle School - Public,40.678317,-73.839613
118125,Kappa IIi,Junior High-Intermediate-Middle School - Public,40.845921,-73.886726
83478,Dr. Susan S. Mckinney Secondary School Of The Arts,Secondary School - Public,40.696913,-73.976026
162730,Success Academy Charter-Bed Stuy 1,Charter School,40.696922,-73.947114
20931,M.S. 255 Salk School Of Science,Junior High-Intermediate-Middle School - Public,40.735318,-73.981544
162467,Collegiate Institute For Math And Science,High school - Public,40.860381,-73.860302
73033,School For Global Leaders,Junior High-Intermediate-Middle School - Public,40.720182,-73.98597
88028,P.S. 58 - The School Of Heroes,Elementary School - Public,40.728697,-73.890063
41646,Queens Academy High School,High school - Public,40.765604,-73.828306
49792,P.S. 026 Jesse Owens,Elementary School - Public,40.691611,-73.931388
107501,P.S. 245,Elementary School - Public,40.644956,-73.962894
5440,Ember Charter School,Charter School,40.688552,-73.935411
137208,P.S. 043 Jonas Bronck,Elementary School - Public,40.806381,-73.921557
83506,Fort Greene Preparatory Academy,Junior High-Intermediate-Middle School - Public,40.694489,-73.971635
102761,Future Leaders Inst Charter School,Charter School,40.806355,-73.9487
178362,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,K-8 School - Public,40.835621,-73.91971
8651,Manhattan Center For Science And Mathematics,High school - Public,40.79415,-73.933113
61373,Queens United Middle School,Junior High-Intermediate-Middle School - Public,40.672562,-73.743138
102505,Leadership Prep Canarsie Charter School (Leadership Prep Cs 4),K-8 School - Charter,40.644072,-73.892664
34714,P.S. 046 Edgar Allan Poe,Elementary School - Public,40.866544,-73.890669
138660,P.S. 214,K-8 School - Public,40.839331,-73.879765
60493,P.S. 235 Janice Marie Knight School,K-8 School - Public,40.644114,-73.921421
92764,P.S. 131 Brooklyn,Elementary School - Public,40.640608,-73.993147
2021,Uncommon Charter High School,Charter School,40.677354,-73.942115
86971,P.S. 034 John Harvard,Elementary School - Public,40.710905,-73.737639
106396,Elementary School,Elementary School,40.768637,-73.731185
84405,Murray Hill Academy,High school - Public,40.74647,-73.980994
5306,La Cima Charter School,Charter School,40.687982,-73.932386
75115,PS 148,Special Education School,40.699247,-73.945219
83234,Success Academy Charter School - Springfield Gardens - New York 6,Elementary School - Charter,40.681797,-73.753026
31734,Achievement First Bushwick Charter School,K-12 all grades School - Charter,40.688913,-73.910332
154347,Academic Leadership Charter School,Charter School,40.80765,-73.912813
121742,University Neighborhood High School,High school - Public,40.71228,-73.984068
136260,Garden For P.S. 194,School,40.820807,-73.940563
92852,Urban Assembly School For Criminal Justice,Secondary School - Public,40.634959,-73.982218
53337,Bronx Charter School For Children,Charter School,40.812676,-73.919954
8668,P.S. 205 Fiorello Laguardia,Elementary School - Public,40.855482,-73.881472
63393,P.S. 097 Bronx,Elementary School - Public,40.863149,-73.84681
5477,La Cima Charter School,Elementary School - Charter,40.687938,-73.932374
39833,Hillside Arts & Letters Academy,High school - Public,40.714261,-73.798075
143630,PS 244q,Elementary School,40.754581,-73.826159
105041,Discovery High School,High school - Public,40.870225,-73.89707
46018,P.S. 028 Wright Brothers,Elementary School - Public,40.831616,-73.942152
83564,Special Education School,Special Education School,40.816575,-73.848236
166937,Mid Manh Adult Training Center,Educational Skills Center,40.805915,-73.951902
104839,P.S. 126 Dr Marjorie H Dunbar,Elementary School - Public,40.836382,-73.928447
5437,Teaching Firms Of America-Professional Preparatory Charter School,K-8 School - Charter,40.688346,-73.935321
110826,Central Park East High School,High school - Public,40.793734,-73.948622
45068,Middle College High School At Laguardia Community College,High school - Public,40.743981,-73.935098
8584,Success Acad Charter Sch-Harlem 3,Charter School,40.785284,-73.942156
99246,Icahn Charter School 5,Charter School,40.856826,-73.843173
134777,Renaissance School Of The Arts,Junior High-Intermediate-Middle School - Public,40.797507,-73.936142
113273,Summit Academy Charter School,Secondary School - Charter,40.677845,-74.004865
75439,P.S. 133 Queens,Elementary School - Public,40.732194,-73.717726
42801,P.S. 149 Sojourner Truth,K-8 School - Public,40.802666,-73.948151
38089,Legacy College Preparatory Charter,Charter School,40.813231,-73.919638
138467,P.S. X114 - Luis Llorens Torres Schools,Elementary School - Public,40.834972,-73.923305
77631,P.S. 092 Adrian Hegeman,Elementary School - Public,40.656245,-73.953879
119078,Bard High School Early College,High school - Public,40.718269,-73.97608
73665,P.S. 209 Clearview Gardens,Elementary School - Public,40.783793,-73.795412
6001,Northside Charter High School,Charter School,40.719672,-73.948025
79977,P.S. 059 William Floyd,Elementary School - Public,40.697703,-73.943401
112991,IS 72,Intermediate School,40.592426,-74.158606
122213,PS 371,Special Education School,40.654174,-74.0053
61188,P.S. 327 Dr. Rose B. English,K-8 School - Public,40.667955,-73.911721
21082,Canarsie Ascend Middle School,Charter School,40.639325,-73.909387
8567,Success Academy Charter School - Harlem 3,K-8 School - Charter,40.79601,-73.944567
161011,Bronx Cs For Excellence Ms,Charter School,40.834059,-73.85881
90885,Explore Exceed Charter Upper School,Charter School,40.664819,-73.959249
117396,Success Academy Charter School - Harlem 5,K-8 School - Charter,40.820175,-73.944466
96934,Academy For Health Careers,High school - Public,40.675909,-73.939309
168118,Success Academy Cs-Williamsburg,Charter School,40.71186,-73.95997
24418,Charter High School-Law And Social,Charter School,40.853701,-73.911891
155480,George Westinghouse Career And Technical Education High School,High school - Public,40.695434,-73.985607
4426,P.S. 112 Lefferts Park,Elementary School - Public,40.619415,-74.000559
19353,Neighborhood Charter School-Harlem 3,Charter School,40.821417,-73.95252
100133,P.S. 112 Bronxwood,Elementary School - Public,40.884802,-73.843971
134078,Urban Academy Laboratory High School,High school - Public,40.765584,-73.959615
30512,Success Academy Charter School - Cobble Hill,Elementary School - Charter,40.685158,-73.993651
99338,PS 16 (Former PS 9),Elementary School,40.639687,-74.079592
72996,P.S./I.S. 104 The Fort Hamilton School,K-8 School - Public,40.620411,-74.028576
1916,P.S. 155,Elementary School - Public,40.679284,-73.810181
120773,PS 42 & Annex,Elementary School,40.552162,-74.16952
5901,Achievement First North Brooklyn Pre,Charter School,40.693811,-73.914892
134912,Success Academy Charter-Harlem West,Charter School,40.802284,-73.95408
130260,School,School,40.728129,-73.982419
87869,P. S. 62 - Chester Park School,Elementary School - Public,40.688371,-73.835677
155412,Staten Island Tech HS & Af,Academic High School,40.568165,-74.116235
162728,Brooklyn Arbor Elementary School,Elementary School - Public,40.709955,-73.954756
73090,Baruch College Campus High School,High school - Public,40.741879,-73.985795
5968,The Academy Of Talented Scholars,Elementary School - Public,40.606937,-73.986701
83384,Bronx Leadership Academy II High School,High school - Public,40.822036,-73.923397
69923,Sunset Park Avenues Elementary School,Elementary School - Public,40.65073,-74.008621
117491,The Children's Workshop School,Elementary School - Public,40.727621,-73.978435
114774,Academy Of Medical Technology: A College Board School,Secondary School - Public,40.601756,-73.763585
26307,Community Roots Charter Middle Sch.,Charter School,40.697841,-73.980743
87433,Young Women's Leadership School Of Brooklyn,Secondary School - Public,40.705027,-73.938705
19442,Explore Charter School,Charter School,40.656391,-73.951548
123537,University Heights Secondary School,High school - Public,40.818132,-73.911522
139842,South Bronx Charter School-Annex,Charter School,40.807396,-73.916388
110622,Auxiliary Services High School,Academic High School,40.638577,-74.077445
199513,Digital Arts And Cinema Technology High School,Secondary School - Public,40.685158,-73.993651
87484,John Dewey High School,High school - Public,40.587649,-73.981472
109710,P.S./I.S. 087 Middle Village,K-8 School - Public,40.711577,-73.8718
55138,"H.E.R.O. High (Health, Education, And Research Occupations High School)",High school - Public,40.810511,-73.907597
83800,Democracy Prep Endurance Charter School,Secondary School - Charter,40.810518,-73.948759
62313,P.S. 152 Evergreen,Elementary School - Public,40.82497,-73.873999
77670,P.S. 019 Marino Jeantet,Elementary School - Public,40.745603,-73.866801
101776,Achievement First Linden Elementary School,Elementary School - Charter,40.659744,-73.885656
46792,P.S. 046 Arthur Tappan,K-8 School - Public,40.831556,-73.93617
34574,The Cinema School,High school - Public,40.832101,-73.877455
113181,Bard High School Early College Queens,High school - Public,40.744566,-73.936921
92359,PS 269 Ax & (Old 89 Bklyn),Elementary School,40.640334,-73.947045
123760,P.S. 274 Kosciusko,Elementary School - Public,40.694409,-73.927966
60296,Andries Hudde,Junior High-Intermediate-Middle School - Public,40.623781,-73.946822
97628,Eagle Academy For Young Men IIi,Secondary School - Public,40.691538,-73.778459
81448,P.S. 068 Bronx,Elementary School - Public,40.891384,-73.838787
69827,P.S. 81q Jean Paul Richter,Elementary School - Public,40.703836,-73.911997
125872,Community Roots Charter School,K-8 School - Charter,40.69524,-73.977817
76421,M.S. 51 William Alexander,Junior High-Intermediate-Middle School - Public,40.672209,-73.984618
4532,Hebrew Language Academy Charter 2,Charter School,40.600799,-73.986345
80011,Benjamin N. Cardozo High School,High school - Public,40.751848,-73.756587
103327,P.S. 396,Elementary School - Public,40.85426,-73.913024
89715,P.S. 171 Peter G. Van Alst,Elementary School - Public,40.770965,-73.92907
73291,I.S. 339,Junior High-Intermediate-Middle School - Public,40.8406,-73.90418
39446,Mott Haven Community High School,High school - Public,40.810511,-73.907597
111195,Icahn Cs 7 Middle School,Charter School,40.818818,-73.868568
86060,"East Side Elementary School, PS 267",Elementary School - Public,40.763897,-73.963878
106875,Success Academy Charter School - Bronx 4 - New York 2,Elementary School - Charter,40.823479,-73.859903
172394,The Star Academy - P.S.63,Elementary School - Public,40.724425,-73.986221
163388,Harlem Village Academy East Charter,Charter School,40.799182,-73.933396
123449,Frederick Douglass Academy IIi Secondary School,High school - Public,40.8337,-73.903949
75553,Urban Assembly School For Wildlife Conservation,Secondary School - Public,40.843897,-73.884338
117360,Success Academy Charter Ms Harlem,Charter School,40.814206,-73.942883
6845,P.S. 226 Alfred De B.Mason,K-8 School - Public,40.615312,-73.976956
129994,Girls Preparatory Charter School Of New York,K-8 School - Charter,40.729141,-73.982481
83241,I.S. 059 Springfield Gardens,Junior High-Intermediate-Middle School - Public,40.681797,-73.753026
83343,J.H.S. 151 Lou Gehrig,Junior High-Intermediate-Middle School - Public,40.82257,-73.921515
160213,School In The Square Public Cs,Charter School,40.848736,-73.936027
123303,P.S. 232 Lindenwood,K-8 School - Public,40.665689,-73.850759
69925,Sunset Park Prep,Junior High-Intermediate-Middle School - Public,40.652207,-74.007631
131764,Fort Hamilton High School,High school - Public,40.627177,-74.039362
39890,P.S. 011 Kathryn Phelan,Elementary School - Public,40.747636,-73.905727
122230,P.S. 527 - East Side School For Social Action,Elementary School - Public,40.780654,-73.947864
60477,P.S. 091 The Albany Avenue School,Elementary School - Public,40.66173,-73.940385
84266,York College-Academic Core Bld,Academic High School,40.701738,-73.79626
